abs,adaptive_cruise_control,age_when_licensed,airbags,anti_theft_dsc_ind,assignedlossespd3yrs_cg,auto_parking,blind_spot,body_style_transition,brake_assist,camera,cargo_length,class_curr,co2_emissions,convertible_indicator,convictioncountmajor3yrs_cg,convictioncountminor3yrs_cg,convictioncriminal3yrs,credit_consent,credit_score,credit_score_avg,cross_traffic,curb_weight,datasource,deductible_amount_m,diploma_above_bachelor,diploma_bachelor,diploma_college,diploma_high_school,diploma_no,diploma_trades,diploma_univ_certificate,drive_train,driver_count,driver_monitor,driverage_m,drv_training_ind,engine_availability,engine_configuration,engine_cylinder,engine_displacement,engine_forced_induction,engine_fuel,engine_supplemental,er_enrolledind_cg,exposure,fsa_m,fuel_cons_city_l_per_100k,fuel_cons_comb_l_per_100k,fuel_cons_comb_mpg,fuel_cons_hwy_l_per_100k,fuel_cons_model_sim_score,full_cov_ind,garagedpostalcode_cg,gender,grad_lic_dsc_ind,headlight,hill_start,homeowner_flag,homeowner_ratio,horsepower,household_income,hybrid_veh_dsc_ind,lane_assist,large_city_ind,limit_amount_m,marital_status,mitigation_all_speed,mitigation_low_speed,mover_ratio,multi_prod_dsc_ind,multi_veh_dsc_ind,nsf_flag,occupation_arts,occupation_business,occupation_edu_gov,occupation_health,occupation_management,occupation_other,occupation_science,occupation_service,occupation_trades,oo_ind,perimeter_detection,pol_op_cnt,pol_veh_cnt,preferredclientrating_cg,price,programmable_key,region_curr,retiree_dsc_ind,rolling_year_m,size_code,stability_control,suspensioncount_cg,tenant_flag,terr_curr,theft_deterrent_system,timelicensed_cg,traction_control,traffic_jam_assist,unemployed_rate,urban_rural_curr,use,veh_acq_type,veh_age_when_pur,veh_gtr_op_dsc_ind,veh_own_yrs,vehicleage_m,vehiclecode_cg_4,vrg_actual,wheelbase,yearsclaimsfree_m,incurred_loss_m,claim_count_new
3,0,17,5,N,0,0,0,4D,0,0,0,32,197,0,0,0,0,Y,612,750.424242,0,1189,PMSC,0,0.071458964,0.109199292,0.3227733923,0.4769240721,0.1484200051,0.0350913198,0,1,1,0,51,N,STD,L,4,2000,"",G,0,0,"20,001 to 30,000 kms",L1J,9.8,8.55,33,7,320,1,L1J5V1,Male,N,0,0,1,0.8461538462,136,102254.72,N,0,No,1000000,Married,0,0,0.3529411765,Y,Y,0,0,0.0953101798,0.0953101798,0,0.0953101798,0.0953101798,0,0.6061358036,0.2006706955,0,0,2,2,1,19949,0,COR,N,2014,M,0,0,0,66,EG1,34,1,0,18.2,U,WC,Purchased New,0,N,5,5,9020,,2613,34,5165,1
4,0,39,4,N,0,0,0,1P,2,0,2003,301,323,0,0,0,0,U,3000,755.72973,0,2095,PC,,0,0.0938187552,0.1793409287,0.5671064597,0.292669614,0.0303053495,0.0303053495,1,1,0,41,N,STD,V,8,5300,"",G,0,0,"20,001 to 30,000 kms",M6N,16,14.05,20,11.65,800,1,M6N4S5,Male,N,0,0,1,0.8,315,65861.78,N,0,No,1000000,Married,0,0,0.4736842105,Y,Y,1,0.0487901642,0.1823215568,0.0487901642,0,0.0741079722,0,0.1000834586,0.4054651081,0.2719337155,0,0,2,2,0,31311,0,COR,N,2019,L,2,0,0,75,EG1,2,2,0,11.9,U,P,Purchased Used,10,N,1,11,5821,,3378,2,75000,1
4,0,50,5,N,0,0,0,LP,2,0,0,32,317,0,0,0,0,Y,661,720.712329,0,2007,PMSC,0,0.1443945049,0.3602828853,0.184003643,0.2573349161,0.125163143,0.0341913647,0.0169495583,2,2,0,57,Y,STD,V,6,3500,"",G,0,1,"0 to 10,000 Km",M1L,15.7,13.8,20,11.4,520,1,M1L0A8,Male,N,0,0,1,0.9512195122,244,101976.6,N,0,No,1000000,Married,0,0,0.4264705882,Y,N,1,0.0238106487,0.1941560144,0.1659851375,0.073203404,0.073203404,0.0238106487,0.1385861633,0.3155168714,0.0859424298,1,0,2,1,0,47615,0,COR,N,2016,M,0,0,0,77,EG1,7,0,0,8,U,WA,Purchased Used,6,N,4,10,0996,,2700,7,76554,1
4,0,16,5,N,0,0,0,4D,2,1,0,32,206,0,0,0,0,Y,610,759.310345,0,1439,PMSC,0,0.013986242,0.2693329338,0.4924764851,0.2162231085,0.087011377,0.0425596144,0.0425596144,1,1,0,47,N,STD,L,4,2500,"",G,0,0,"30,001 to 40,000 kms",L9B,10.2,8.95,31.5,7.4,360,1,L9B1R2,Male,N,0,0,0,0.9310344828,175,103705.4,N,0,No,1000000,Married,0,0,0.4698795181,Y,Y,1,0.0976384696,0.0976384696,0.123613956,0.1776811772,0.047628049,0.0723206616,0.0976384696,0.2954642129,0.0723206616,0,0,2,2,0,24515,0,COR,N,2015,L,0,0,1,79,CEG1,31,0,0,14,U,WC,Purchased Used,2,N,4,6,0910,,2776,9,43803.82,1
3,0,18,4,N,0,0,0,SV,0,0,0,32,,0,0,0,0,Y,564,747.378788,0,1773,PC,,0,0.0784716154,0.3067302674,0.5045560108,0.1636294238,0.1201443118,0,1,1,0,55,N,STD,V,6,3300,"",G,0,0,"20,001 to 30,000 kms",L1H,,,,,1400,0,L1H3P4,Male,N,0,0,0,0.6666666667,180,67001.59,N,0,No,2000000,Single,0,0,0.4426229508,N,N,1,0.1144103512,0.1769307082,0,0.0273989742,0.0555698512,0.1144103512,0.0273989742,0.3528213746,0.2436220827,0,0,1,1,1,30388,0,COR,N,2016,L,0,0,0,66,DEG1,37,0,0,5.1,U,WC,Purchased Used,6,N,4,10,2645,,2878,37,151083.6,1
4,0,16,4,N,0,0,0,1P,0,0,0,24,,0,0,0,0,Y,3000,756.508197,0,1950,PC,,0.1857171458,0.3639653772,0.2708749541,0.206336433,0.1072455304,0,0,1,1,0,17,Y,STD,V,6,4300,"",G,0,0,"10,001 to 20,000 kms",P3E,,,,,5000,0,P3E4X6,Male,Y,0,0,0,0.92,200,136589.29,N,0,No,1000000,Single,0,0,0.2727272727,N,Y,1,0,0.121360857,0.1880522315,0.121360857,0.1541506798,0.0896121587,0.1541506798,0.1880522315,0.0588405,0,0,1,2,0,25247,0,NEW,N,2018,L,0,0,0,88,"",1,0,0,2.8,R,WA,Purchased Used,21,N,0,21,6662,,3594,1,1561.08,1
4,1,28,5,N,0,0,0,4D,2,1,0,28,244,0,0,0,0,"",3000,724.367647,0,1623,PC,,0.0837698831,0.1967102942,0.1646219797,0.4280394301,0.1967102942,0.0363676442,0.0271509891,1,1,0,30,Y,STD,V,6,3500,"",G,0,0,"10,001 to 20,000 kms",L3P,12.3,10.6,27,8.6,160,0,L3P7S4,Male,N,1,0,0,0.9761904762,268,137778.05,N,0,Yes,1000000,Single,3,0,0.2601626016,Y,N,1,0.0303053495,0.2157085728,0.061557893,0.045809536,0.0938187552,0.061557893,0.1616413516,0.2534489008,0.1616413516,0,1,1,1,0,44258,0,COR,N,2017,L,2,0,0,74,CEG,2,2,0,7.5,U,WA,Purchased Used,5,N,0,5,1432,,2775,2,2200,1
4,0,42,5,N,0,0,0,SP,2,0,0,32,274,0,0,0,0,Y,814,753.84,0,1860,PMSC,0,0.047628049,0.1776811772,0.360002734,0.360002734,0.150282203,0.047628049,0,2,1,0,51,Y,STD,V,6,3000,"",G,0,0,"0 to 10,000 Km",N6K,13.9,11.9,24,9.5,540,1,N6K2J7,Female,N,0,0,1,0.8461538462,264,65837.86,N,0,No,1000000,Single,0,0,0.2391304348,Y,N,0,0.0689928715,0.1431008436,0.1431008436,0.0689928715,0.0689928715,0.0689928715,0.0689928715,0.4054651081,0.0689928715,0,0,1,1,0,32377,0,COR,N,2016,L,2,0,0,35,CEG1,9,2,0,6.7,U,WA,Purchased New,0,N,6,6,5860,,2858,9,2064.18,1
3,0,24,4,N,0,0,0,SP,0,0,0,33,251,0,0,0,0,Y,3000,760.598214,0,1320,PC,,0.2471520914,0.4656336296,0.1663907347,0.1837824774,0.0447836026,0.0296317976,0.0147061474,2,1,0,70,N,STD,L,4,2000,"",G,0,0,"20,001 to 30,000 kms",M4L,11.95,10.9,26,9.55,310,1,M4L3T8,Female,N,0,0,1,0.6282051282,148,277218.74,N,0,Yes,2000000,Married,0,0,0.3674698795,Y,Y,0,0.1455075837,0.2076393648,0.2076393648,0.0317486983,0.1823215568,0.0757118217,0.053488685,0.1455075837,0.0317486983,0,0,2,2,0,29156,0,COR,Y,2017,M,0,0,0,77,"",46,0,0,4.2,U,P,Purchased Used,16,N,0,16,7638,,2490,46,4398.68,1
4,0,16,5,N,0,0,0,4D,2,0,0,27,218,0,0,1,0,Y,548,794,0,1325,PMSC,0,0.1670540847,0.0800427077,0.3677247801,0.3677247801,0.1670540847,0,0,1,1,0,23,N,STD,L,4,2000,"",G,0,0,"0 to 10,000 Km",N1E,10.83,9.47,30,7.83,160,1,N1E3X8,Female,N,1,0,0,0.8571428571,155,158404.67,N,0,No,1000000,Single,0,0,0.2857142857,N,N,1,0,0.1335313926,0.1335313926,0.1335313926,0.1335313926,0,0.1335313926,0.2876820725,0.1335313926,0,0,1,1,0,28387,0,COR,N,2015,M,2,0,0,31,EG,7,2,0,0,U,WA,Purchased Used,5,N,0,5,1424,,2700,7,52.36,1
3,0,22,4,N,0,0,0,4D,0,0,0,32,212.5,0,0,0,0,Y,534,755.916667,0,1214,PMSC,0,0.2436220827,0.1144103512,0.1451820098,0.2787134025,0.2787134025,0.0555698512,0,1,1,0,48,N,STD,L,4,2000,"",G,0,0,"10,001 to 20,000 kms",M1L,10.5,9.25,30.5,7.75,430,0,M1L3E1,Female,N,0,0,1,0.8125,136,141363.53,N,0,No,1000000,Single,0,0,0.2857142857,Y,Y,0,0.1278333715,0.3856624808,0.1743533871,0.0833816089,0.0833816089,0.0408219945,0.0408219945,0.1743533871,0,0,0,2,3,0,19811,0,COR,N,2016,M,0,0,0,77,DEG1,26,0,0,11.1,U,WA,Purchased Used,4,N,7,11,9028,,2616,26,15153.29,1
4,0,19,5,N,0,0,0,4D,2,0,0,31,276,0,0,0,0,"",669,,0,1753,PMSC,0,0,0.0953101798,0.2578291093,0.3829922523,0.2006706955,0.2006706955,0,2,1,0,43,N,STD,V,6,3600,"",G,0,0,"10,001 to 20,000 kms",K4B,14.25,12,23.5,9.25,510,1,K4B1T2,Female,N,1,0,0,0.8571428571,304,149361.07,N,0,No,2000000,Married,0,0,0.1666666667,N,Y,0,0,0.1625189295,0.1053605157,0.0512932944,0.1625189295,0,0.0512932944,0.1625189295,0.4307829161,0,1,4,3,0,45819,0,NEW,N,2014,L,2,0,0,12,DEG1,24,2,0,5,U,P,Purchased Used,4,N,1,5,5150,,2880,24,1691.11,1
4,0,21,5,N,0,0,0,SP,2,1,0,28,205,0,0,0,0,"",3000,769.291667,0,1610,PC,,0.0219789067,0.1650797504,0.3629054937,0.4274440148,0.1397619424,0.0444517626,0,2,1,0,26,N,STD,L,4,2500,"",G,0,0,"20,001 to 30,000 kms",L7C,10,8.9,32,7.6,430,1,L7C1K4,Female,N,0,0,1,1,176,158275.5,N,0,No,2000000,Single,0,0,0.2156862745,Y,Y,0,0.0363676442,0.1967102942,0.1133286853,0.0363676442,0.1967102942,0,0.0363676442,0.2876820725,0.1967102942,0,0,1,1,0,27295,0,COR,N,2017,M,2,0,0,69,EG,5,2,0,3.6,U,P,Purchased Used,2,N,0,2,7638,,2659,5,4430.72,1
4,0,16,5,N,0,0,0,4D,2,0,0,31,208,0,0,1,0,"",604,763.583779,0,1371,PMSC,0,0.0790469042,0.2130184958,0.3071317874,0.3247000706,0.1119291527,0.0667993537,0.0201271889,1,1,0,43,N,STD,L,4,2000,"",G,0,0,"10,001 to 20,000 kms",K0A,10.1,9.05,31,7.7,220,1,K0A2W0,Female,N,0,0,0,0.8485054348,138,125583.86,N,0,No,2000000,Single,0,0,0.2744069913,Y,N,0,0.0287762039,0.1738852308,0.175236278,0.0672653824,0.1307257363,0.0295550201,0.1047723545,0.2012592028,0.1658170561,0,0,1,1,1,20365,0,NEW,N,2014,M,2,0,0,91,CEG1,27,2,0,6.1,R,WB,Purchased New,0,N,4,4,1542,,2700,27,1681,1
3,0,24,4,N,0,0,0,4D,0,0,0,28,206,0,0,0,0,U,3000,743.778878,0,1239,PC,,0.0527505654,0.1534921352,0.2152694949,0.2578291093,0.2969475259,0.0953101798,0.0382725462,1,1,0,25,N,STD,L,4,2000,"",G,0,0,"20,001 to 30,000 kms",M1P,10.1,8.95,31.5,7.5,220,0,M1P4V4,Male,Y,0,0,0,0.6391752577,148,62775.46,N,0,No,1000000,Single,0,0,0.3989547038,N,N,0,0,0.1651852746,0.1412033099,0,0,0.1507271914,0.099433897,0.3993112425,0.1651852746,0,0,1,1,0,19041,0,COR,N,2019,M,0,0,0,77,EG,1,0,0,19.8,U,WB,Purchased Used,14,N,0,14,7724,,2640,1,36.26,1
4,0,16,5,N,0,0,0,4D,2,0,0,28,231,0,0,0,0,Y,590,,0,1537,PC,,0.0971637485,0.2754119799,0.2754119799,0.3513978868,0.0971637485,0.018692133,0.018692133,1,1,0,29,N,STD,L,4,2400,"",G,0,0,"10,001 to 20,000 kms",K2J,11.7,10.05,28,8,510,1,K2J6B3,Female,N,0,0,0,0.9,173,121949.38,N,0,No,2000000,Married,0,0,0.5081967213,Y,N,1,0,0.1978257433,0.1372011215,0.0526437335,0.1670540847,0.0259754864,0.1082135846,0.3677247801,0.0526437335,0,0,1,1,0,20995,0,NEW,N,2017,L,2,0,1,12,CEG1,13,2,0,10.3,U,WA,Purchased Used,3,N,0,3,2849,,2765,13,56.98,1
4,0,16,4,N,0,0,0,4P,0,0,0,24,321,0,0,0,0,"",3000,755.972906,0,1438,PC,,0.0500104206,0.1402054997,0.2825217219,0.3716744273,0.1872115421,0.0880197465,0.0089087449,1,1,0,17,Y,STD,V,6,4000,"",G,0,0,"20,001 to 30,000 kms",N7G,15.6,13.95,20,11.9,730,1,N7G3H4,Male,Y,0,0,0,0.8990825688,207,108588.05,N,0,No,1000000,Single,0,0,0.2398452611,Y,Y,0,0.0068259651,0.1541506798,0.0559586536,0.1076306642,0.202940844,0.1661268709,0.0310905871,0.1701510212,0.186411542,0,0,4,4,0,24502,0,COR,N,2018,L,0,0,0,11,EG1,1,0,0,4.4,R,WA,Purchased Used,10,N,0,10,3650,,3193,1,1518.49,1
4,0,17,5,N,0,0,0,4D,2,0,0,29,237.67,0,0,0,0,Y,512,793.666667,0,1335,PMSC,0,0.0339015517,0.3331444465,0.4567584025,0.1823215568,0.1053605157,0.0512932944,0,1,1,0,36,Y,STD,L,4,2000,"",G,0,0,"0 to 10,000 Km",K4R,11.8,10.33,27.67,8.57,270,1,K4R0A8,Male,N,0,0,0,0.962962963,152,145323.6,N,0,No,2000000,Single,0,0,0.5205479452,Y,N,1,0.047628049,0.1776811772,0.2646925542,0.0723206616,0.1776811772,0.0235304974,0.0723206616,0.150282203,0.0976384696,0,0,1,1,0,21628,0,NEW,N,2016,M,0,0,0,91,CEG,19,0,0,2.3,R,P,Purchased New,6,N,1,7,7927,,2635,19,1552.76,1
4,0,25,4,N,0,0,0,4D,0,0,0,32,,0,0,0,0,Y,508,756.746341,0,1521,PMSC,0,0.0629747992,0.0579872577,0.3374116449,0.3914788661,0.2313934508,0.0382821866,0.0285733724,1,1,0,47,N,STD,V,6,3100,"",G,0,0,"10,001 to 20,000 kms",N8S,,,,,4400,1,N8S3N1,Male,N,0,0,0,0.4360902256,160,74488.57,N,0,Yes,1000000,Married,0,0,0.4769874477,N,Y,1,0.0336166108,0.1044426634,0.0684027269,0.0508584172,0.0336166108,0.1513996465,0.0862603443,0.3184537311,0.2524957633,0,0,1,1,1,26745,0,NEW,N,2014,L,0,0,1,30,EG,22,0,0,5.7,U,P,Purchased Used,18,N,0,18,5338,,2730,22,49079.99,1
4,0,45,5,N,0,0,0,SV,0,0,0,34,276,0,0,0,0,Y,871,758.313749,0,1739,PMSC,0,-17.67560029,-17.55874508,-17.46901643,-17.41132076,-17.56526365,-17.6821996,-17.73135712,1,1,0,90,N,STD,V,6,3400,"",G,0,0,"0 to 10,000 Km",L9M,13.8,12,24,9.8,0,1,L9M1R3,Male,N,0,0,1,,185,0,N,0,No,1000000,Married,0,0,,Y,Y,0,-18.66255591,-18.23157351,-18.26766447,-18.41775875,-18.35713045,-19.05774981,-18.5279185,-18.36884556,-18.25869283,0,0,1,1,1,28992,0,NEW,Y,2015,L,0,0,0,85,EG,45,0,0,0,R,P,Purchased New,0,N,14,14,6443,,2845,8,1552.36,1
4,0,18,5,N,0,0,2,SP,2,6,0,301,230,0,0,0,0,Y,852,756.256929,2,1803,PC,,0.0486015027,0.101474694,0.3155603469,0.3319541566,0.2217967498,0.0937480582,0.014662223,2,1,0,41,N,STD,V,6,3500,"",G,0,0,"30,001 to 40,000 kms",K0J,11,9.8,29,8.2,430,1,K0J1X0,Female,N,0,2,1,0.9170212766,260,84827.19,N,0,No,2000000,Married,0,0,0.2369186047,Y,Y,0,0.0244833322,0.122561878,0.1589684683,0.0783387339,0.1278333715,0.0653450478,0.0330999484,0.2514473275,0.2231435513,0,0,2,5,1,41368,0,NEW,N,2016,L,2,0,0,39,CEG1,23,2,0,8.5,R,P,Purchased New,0,N,0,0,1052,,2824,23,1597.45,1
4,0,22,5,N,0,0,1,SV,2,1,0,34,262,0,0,0,0,"",3000,759.481159,1,1960,PC,,0.0734389416,0.1559816505,0.2850531303,0.3251856154,0.1757310878,0.0731508816,0.0278229252,1,1,0,78,N,STD,V,6,3600,"",G,0,0,"10,001 to 20,000 kms",L0R,13.3,11.4,25,9.1,980,1,L0R2H0,Male,N,0,0,1,0.8493023256,283,122107.82,N,0,No,2000000,Married,0,0,0.3304262376,Y,Y,0,0.0396877483,0.1335684509,0.1335684509,0.0880731361,0.1083914771,0.0980376313,0.056563489,0.2424599155,0.1747240321,0,1,1,1,1,38110,0,COR,Y,2017,L,2,0,0,80,DEG1,56,2,0,3.2,U,P,Purchased New,0,N,1,1,2662,,3078,56,1522.8,1
4,1,16,5,N,0,0,1,4D,2,1,0,29,239,0,0,0,0,Y,792,757.277778,1,1656,PMSC,0,0.071458964,0.5050949491,0.3227733923,0.1892419996,0.071458964,0,0.0173917427,2,1,0,35,N,STD,V,6,2500,"",G,0,0,"0 to 10,000 Km",L3P,11.8,10.4,27,8.7,310,1,L3P4B4,Female,N,2,0,1,1,204,205493.52,N,1,Yes,2000000,Married,3,0,0.1692307692,Y,Y,0,0.0363676442,0.2876820725,0.1541506798,0.0363676442,0.1541506798,0.0363676442,0.0741079722,0.1967102942,0.1133286853,0,1,2,2,0,41895,0,COR,N,2015,L,2,0,0,74,CEG,19,2,0,7.1,U,WA,Leased New,0,N,1,1,1451,,2730,19,77826,1
3,0,16,4,N,0,0,0,4D,0,0,0,28,199,0,0,1,0,Y,698,,0,1180,PMSC,0,0.2876820725,0.2231435513,0.2231435513,0.1625189295,0.1053605157,0.0512932944,0.0512932944,1,1,0,25,Y,STD,L,4,1800,"",G,0,0,"10,001 to 20,000 kms",N7V,9.7,8.65,32.5,7.35,1020,1,N7V3E6,Male,N,0,0,1,0.25,126,129289.93,N,0,No,1000000,Single,0,0,0.3,Y,Y,0,0,0.087011377,0.2876820725,0.087011377,0.087011377,0,0.4054651081,0.1823215568,0,0,0,3,3,0,20756,0,NEW,N,2014,M,0,0,0,36,EG1,9,0,0,0,U,WC,Purchased Used,6,N,2,8,1082,,2535,9,389099.72,1
3,0,17,4,N,0,0,0,SP,1,0,0,28,252,0,0,1,0,Y,783,740.387097,0,1376,PC,,0.1643030513,0.5007752879,0.2776317366,0.062520357,0.0953101798,0.0307716587,0.0307716587,2,1,0,29,N,STD,L,4,2400,"",G,0,0,"10,001 to 20,000 kms",M2R,12,10.95,26,9.6,720,1,M2R1B9,Female,N,0,0,0,0.9285714286,161,83097.83,N,0,No,1000000,Single,0,0,0.2894736842,Y,Y,0,0.1625189295,0.1625189295,0.2231435513,0.0512932944,0.1053605157,0,0.1625189295,0.1053605157,0.1053605157,0,0,3,4,0,30750,0,COR,N,2017,M,0,0,1,70,"",12,0,0,10,U,P,Purchased Used,8,N,4,12,7638,,2490,12,1535.21,1
4,0,21,5,N,0,0,0,4D,0,0,0,28,238.5,0,0,0,0,Y,3000,770.169811,0,1408,PMSC,0,0.1017826943,0.1758906665,0.1758906665,0.3429447511,0.2151113796,0.1017826943,0,1,1,0,31,Y,STD,L,4,2500,"",G,0,0,"0 to 10,000 Km",L2P,11.65,10.35,27.5,8.75,410,0,L2P3C7,Female,N,0,0,0,0.75,175,77461.57,N,0,No,1000000,Single,0,0,0.3636363636,Y,N,0,0,0.0540672213,0.0540672213,0.0540672213,0.1112256351,0.2363887781,0.0540672213,0.3794896217,0.1718502569,0,0,1,1,0,31563,0,COR,N,2016,L,0,0,1,33,CEG1,10,0,0,0,U,WA,Purchased Used,12,N,0,12,0910,,2799,10,3500,1
4,0,22,5,N,0,0,0,4D,2,0,0,28,177.5,0,0,0,0,U,3000,742.525,0,1153,PC,,0.0881072675,0.2599575244,0.2917062228,0.2917062228,0.1147755146,0.0493927553,0.0243914531,1,1,0,25,N,STD,L,4,1600,"",G,0,0,"10,001 to 20,000 kms",L7L,8.8,7.65,37,6.3,270,1,L7L6P2,Female,N,0,1,0,0.8918918919,138,168666.42,N,0,No,2000000,Single,0,0,0.2234042553,N,N,0,0.0145987994,0.2087548139,0.1565690607,0.0752234212,0.1397619424,0.0294138852,0.1232326404,0.2087548139,0.1232326404,0,0,1,1,0,20080,0,COR,N,2018,M,2,0,0,68,CEG1,3,2,0,2.9,U,WA,Purchased Used,2,N,0,2,1616,,2570,3,3049.78,1
4,1,21,5,N,0,1,1,SP,2,5,0,28,201,0,0,0,0,Y,716,746.836735,0,1865,PC,,0.2151113796,0.2151113796,0.1758906665,0.2841042511,0.1137588854,0.1017826943,0,2,1,1,31,Y,STD,L,4,2000,T,G,0,0,"10,001 to 20,000 kms",L4L,10.1,8.5,33.5,6.6,630,1,L4L8L3,Female,N,3,2,1,1,240,338129.58,N,1,No,1000000,Single,0,3,0.2358490566,Y,Y,0,0,0.2135741003,0.0594234205,0.1226023221,0.3403258059,0.0594234205,0,0.1226023221,0.1900436029,0,4,2,2,0,46515,0,COR,N,2018,L,2,0,0,59,CEG,10,2,0,9.6,U,P,Purchased New,0,N,2,1,8997,,2809,10,1558.95,1
3,0,22,4,N,0,0,0,4D,0,0,0,32,214,0,0,0,0,"",631,792.941176,0,1289,PMSC,0,0.2363887781,0.0540672213,0.4595323294,0.2363887781,0.1112256351,0.0540672213,0,1,1,0,53,N,STD,L,4,2200,"",G,0,0,"10,001 to 20,000 kms",K7M,10.75,9.3,30,7.5,270,1,K7M7P8,Male,N,0,0,0,0.5555555556,148,98916.57,N,0,No,1000000,Married,0,0,0.5652173913,Y,N,0,0,0.1541506798,0.1541506798,0.2411620568,0.0741079722,0,0.0741079722,0.3364722366,0.0741079722,0,0,1,1,1,18918,0,NEW,N,2015,M,0,0,1,89,EG1,31,0,0,7.1,R,WA,Leased Used,6,N,1,7,6837,,2623,31,144841.2,1
4,0,20,5,N,0,0,0,LP,2,1,0,26,,0,0,0,0,Y,426,,0,1956,PC,,0,0,0.3746934494,0.4700036292,0.1335313926,0.1335313926,0.0645385211,1,1,0,21,N,STD,V,6,3500,"",G,0,0,"10,001 to 20,000 kms",N8A,,,,,3800,1,N8A2A8,Female,Y,0,0,0,0.6666666667,235,50556.87,N,0,No,2000000,Single,0,0,0.4444444444,Y,N,1,0,0,0,0,0,0.1053605157,0.2231435513,0.5108256238,0.3566749439,0,0,1,1,0,26875,0,NEW,N,2018,L,2,0,1,36,CEG1,1,2,0,0,U,WA,Purchased Used,8,N,0,7,2830,,2890,1,26537.26,1
4,0,16,4,N,0,0,0,4P,0,0,0,24,331,0,0,0,0,"",777,757.314286,0,1627,PMSC,0,0.0940289496,0.2623642645,0.2458349625,0.2791713828,0.1372011215,0.0526437335,0.0392207132,2,1,0,18,Y,STD,V,6,3400,"",G,0,0,"0 to 10,000 Km",L9W,15.6,14.4,20,12.8,790,1,L9W4S1,Female,Y,0,0,0,1,190,128817.04,N,0,No,1000000,Single,0,0,0.4845360825,Y,Y,0,0.0152674721,0.2384110234,0.2006706955,0.0307716587,0.1121172981,0.1292117315,0.0953101798,0.1823215568,0.0787808779,0,0,1,1,0,36685,0,COR,N,2014,L,0,0,0,63,"",2,0,0,12.1,U,WA,Purchased Used,10,N,0,10,7633,,3095,2,25046.62,1
3,0,19,4,N,0,0,0,4D,1,0,0,32,173,0,0,0,0,"",3000,754.436146,0,1057,PMSC,0,-17.67560029,-17.55874508,-17.46901643,-17.41132076,-17.56526365,-17.6821996,-17.73135712,1,1,0,49,N,STD,L,4,1500,"",G,0,0,"0 to 10,000 Km",L0G,8.2,7.5,38,6.65,220,1,L0G1J0,Female,N,0,0,0,,106,,N,0,No,1000000,Married,0,0,,Y,Y,1,-18.66255591,-18.23157351,-18.26766447,-18.41775875,-18.35713045,-19.05774981,-18.5279185,-18.36884556,-18.25869283,0,0,3,3,0,16107,0,COR,N,2015,M,0,0,0,63,EG,30,0,0,,U,P,Purchased Used,4,N,2,6,1427,,2550,30,362993.27,1
4,0,22,4,N,0,0,0,SP,2,0,0,32,294,1,0,0,0,Y,708,754.067416,0,1545,PMSC,0,0.088947486,0.2666286633,0.2258066687,0.4324209181,0.0773866636,0.0434851119,0.0106952891,2,1,0,53,N,STD,V,6,3600,"",G,0,0,"10,001 to 20,000 kms",L5L,14.25,12.8,22,11.1,510,1,L5L1B1,Female,N,0,2,1,0.9473684211,283,109653.11,N,0,Yes,1000000,Married,0,0,0.2254901961,Y,Y,1,0.0168071183,0.2657031657,0.0512932944,0.0168071183,0.0512932944,0.0512932944,0.1431008436,0.4054651081,0.1240526487,0,0,2,2,0,34120,0,COR,N,2015,S,2,0,0,60,EG1,31,2,0,1.6,U,WA,Purchased New,0,N,3,3,7098,,2423,31,1552.36,1
3,0,17,4,N,1,0,0,2D,0,0,0,29,209.5,0,0,1,0,Y,738,760.82133,0,1260,PC,,0.0594970989,0.1636272556,0.3357504755,0.3029870724,0.1501582698,0.0872154088,0.021998421,1,1,0,36,N,STD,L,4,2200,"",G,0,0,"30,001 to 40,000 kms",K0A,10.5,9.1,31,7.35,270,1,K0A1A0,Male,N,0,0,1,0.8452408657,148,110535.69,N,0,No,2000000,Married,0,0,0.3174046471,Y,Y,0,0.0353324289,0.1830933106,0.1322923204,0.0712684991,0.1247989106,0.0590889164,0.10461077,0.1896773778,0.1725335504,0,0,2,2,0,18741,0,NEW,N,2017,M,0,0,0,91,EG1,19,0,0,4.5,R,WC,Purchased Used,6,N,2,8,6839,,2623,2,1535.21,1
4,0,21,5,N,0,0,0,4D,2,0,0,32,244,0,0,1,0,Y,538,771.644737,0,1656,PMSC,0,0.0621317811,0.2141479884,0.3079667436,0.3079667436,0.1993329026,0.0243914531,0.0121213605,2,1,0,50,N,STD,V,6,2500,"",G,0,0,"10,001 to 20,000 kms",N1E,11.9,10.6,27,9,310,1,N1E7C6,Male,N,1,0,0,0.9459459459,204,132472.89,N,0,No,1000000,Married,0,0,0.32,Y,Y,0,0.0312525435,0.1854032233,0.1490355792,0.0800427077,0.1139442593,0.1139442593,0.0800427077,0.1854032233,0.1313360021,0,0,3,3,0,50668,0,COR,N,2014,L,2,0,1,31,CEG1,29,2,0,0,U,WA,Purchased Used,6,N,1,7,1451,,2730,29,54325,1
